Tag Code,SRR Name,Mark Site Code Value,Release Site Name,Release Date MMDDYYYY,Obs Date MMDDYYYY,First Obs Date,Last Obs Date,Number of Records
384.3B23AD5E1D,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/11/2015,10/11/2015,10/11/2015,10/11/2015,9
384.3B23AD5E21,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/4/2015,8/4/2015,8/4/2015,8/4/2015,9
384.3B23AD5E23,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/11/2015,10/11/2015,10/11/2015,4/1/2016,80
384.3B23AD5E28,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/17/2015,10/17/2015,10/17/2015,10/17/2015,8
384.3B23AD5E29,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/10/2015,10/10/2015,10/10/2015,10/10/2015,9
384.3B23AD5E2A,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/2/2015,6/2/2015,6/2/2015,6/2/2015,12
384.3B23AD5E2E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/1/2015,10/1/2015,10/1/2015,10/1/2015,7
384.3B23AD5E34,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/22/2015,5/23/2015,5/23/2015,5/23/2015,8
384.3B23AD5E36,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,7
384.3B23AD5E3A,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/19/2015,9/19/2015,9/19/2015,9/19/2015,11
384.3B23AD5E3C,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/6/2015,10/6/2015,10/6/2015,10/6/2015,7
384.3B23AD5E40,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/9/2015,6/9/2015,6/9/2015,6/9/2015,14
384.3B23AD5E42,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/20/2015,9/20/2015,9/20/2015,9/20/2015,8
384.3B23AD5E46,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/4/2015,10/4/2015,10/4/2015,10/4/2015,7
384.3B23AD5E4A,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/30/2015,9/30/2015,9/30/2015,9/30/2015,9
384.3B23AD5E4B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/28/2015,9/28/2015,9/28/2015,9/28/2015,8
384.3B23AD5E4E,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/14/2015,5/14/2015,5/14/2015,5/14/2015,9
384.3B23AD5E4F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/23/2015,10/23/2015,10/23/2015,10/23/2015,9
384.3B23AD5E51,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/11/2015,10/11/2015,10/11/2015,10/11/2015,7
384.3B23AD5E55,Hat. Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/18/2015,5/18/2015,5/18/2015,5/18/2015,9
384.3B23AD5E56,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/2/2015,10/2/2015,10/2/2015,10/2/2015,8
384.3B23AD5E59,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/7/2015,10/7/2015,10/7/2015,10/7/2015,6
384.3B23AD5E5A,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/12/2015,10/12/2015,10/12/2015,10/12/2015,7
384.3B23AD5E5B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/21/2015,9/21/2015,9/21/2015,9/21/2015,8
384.3B23AD5E5F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,8/28/2015,8/28/2015,8/31/2015,19
384.3B23AD5E5F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,8/31/2015,8/28/2015,8/31/2015,19
384.3B23AD5E60,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/6/2015,9/6/2015,9/6/2015,9/6/2015,7
384.3B23AD5E62,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/6/2015,10/6/2015,10/6/2015,2/26/2016,88
384.3B23AD5E62,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/6/2015,12/20/2015,10/6/2015,2/26/2016,88
384.3B23AD5E63,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/29/2015,5/29/2015,5/29/2015,5/29/2015,13
384.3B23AD5E65,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/7/2015,9/7/2015,9/7/2015,9/7/2015,9
384.3B23AD5E66,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,6
384.3B23AD5E69,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,8/28/2015,8/28/2015,3/23/2016,37
384.3B23AD5E69,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,9/13/2015,8/28/2015,3/23/2016,37
384.3B23AD5E73,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/24/2015,10/24/2015,10/24/2015,10/24/2015,7
384.3B23AD5E77,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/12/2015,10/12/2015,10/12/2015,10/12/2015,8
384.3B23AD5E79,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/28/2015,7/28/2015,7/28/2015,7/28/2015,6
384.3B23AD5EA4,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/25/2015,9/25/2015,9/25/2015,9/25/2015,8
384.3B23AD5EA7,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/6/2015,9/6/2015,9/6/2015,9/6/2015,8
384.3B23AD5EA8,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/17/2015,10/17/2015,10/17/2015,10/17/2015,10
384.3B23AD5EAB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,79
384.3B23AD5EAF,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/30/2015,10/30/2015,10/30/2015,10/30/2015,10
384.3B23AD5EB0,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/4/2015,8/4/2015,8/4/2015,8/4/2015,9
384.3B23AD5EB1,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/12/2015,6/12/2015,6/12/2015,6/12/2015,8
384.3B23AD5EB3,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/29/2015,9/29/2015,9/29/2015,9/29/2015,11
384.3B23AD5EB7,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/11/2015,10/11/2015,10/11/2015,10/11/2015,8
384.3B23AD5EBA,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/14/2015,5/14/2015,5/14/2015,5/14/2015,11
384.3B23AD5EBE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/10/2015,9/10/2015,9/10/2015,9/10/2015,9
384.3B23AD5EC2,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/1/2015,6/2/2015,6/2/2015,6/2/2015,8
384.3B23AD5EC7,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/28/2015,9/28/2015,9/28/2015,9/28/2015,8
384.3B23AD5EC9,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/1/2015,10/1/2015,10/1/2015,10/1/2015,6
384.3B23AD5ECD,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/11/2015,10/11/2015,10/11/2015,10/11/2015,8
384.3B23AD5ECE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/18/2015,10/18/2015,10/18/2015,10/18/2015,8
384.3B23AD5ED2,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/22/2015,8/22/2015,8/22/2015,8/22/2015,35
384.3B23AD5ED4,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/11/2015,6/11/2015,6/11/2015,6/11/2015,11
384.3B23AD5EDA,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/21/2015,9/21/2015,9/21/2015,9/21/2015,8
384.3B23AD5EDB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/13/2015,10/13/2015,10/13/2015,10/13/2015,9
384.3B23AD5EDD,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/9/2015,6/9/2015,6/9/2015,6/9/2015,12
384.3B23AD5EDE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,11/2/2015,11/2/2015,11/2/2015,11/2/2015,8
384.3B23AD5EE1,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/1/2015,6/1/2015,6/1/2015,6/1/2015,9
384.3B23AD5EE2,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/11/2015,6/11/2015,6/11/2015,6/11/2015,10
384.3B23AD5EE7,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/12/2015,8/12/2015,8/12/2015,8/12/2015,9
384.3B23AD5EEB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/12/2015,9/12/2015,9/12/2015,9/12/2015,23
384.3B23AD5EEE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,7
384.3B23AD5EEF,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/23/2015,10/23/2015,10/23/2015,10/23/2015,9
384.3B23AD5EF1,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/20/2015,9/20/2015,9/20/2015,9/20/2015,9
384.3B23AD5EF4,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,8/28/2015,8/28/2015,9/7/2015,23
384.3B23AD5EF4,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,9/7/2015,8/28/2015,9/7/2015,23
384.3B23AD5EF5,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/5/2015,10/5/2015,10/5/2015,10/5/2015,8
384.3B23AD5EF6,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/10/2015,6/10/2015,6/10/2015,6/10/2015,10
384.3B23AD5EFB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/28/2015,9/28/2015,9/28/2015,9/28/2015,8
384.3B23AD5EFC,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/27/2015,9/27/2015,9/27/2015,9/27/2015,134
384.3B23AD5EFE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/17/2015,10/17/2015,10/17/2015,10/17/2015,7
384.3B23AD5F02,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/1/2015,10/1/2015,10/1/2015,10/1/2015,8
384.3B23AD5F0F,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/24/2015,7/24/2015,7/24/2015,7/24/2015,8
384.3B23AD5F18,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/21/2015,10/21/2015,10/21/2015,10/21/2015,33
384.3B23AD5F19,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/15/2015,9/15/2015,9/15/2015,9/15/2015,8
384.3B23AD5F1B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/30/2015,9/30/2015,9/30/2015,9/30/2015,9
384.3B23AD5F1C,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/11/2015,10/11/2015,10/11/2015,10/11/2015,9
384.3B23AD5F1D,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/14/2015,9/14/2015,9/14/2015,9/14/2015,7
384.3B23AD5F1E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/1/2015,9/1/2015,9/1/2015,9/1/2015,9
384.3B23AD5F25,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/5/2015,10/5/2015,10/5/2015,10/5/2015,6
384.3B23AD5F41,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/25/2015,10/25/2015,10/25/2015,10/25/2015,7
384.3B23AD5F96,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/6/2015,9/6/2015,9/6/2015,9/6/2015,8
384.3B23AD5F98,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,7
384.3B23AD5F9D,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/12/2015,6/12/2015,6/12/2015,6/12/2015,13
384.3B23AD5FA0,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/16/2015,9/16/2015,9/16/2015,9/16/2015,11
384.3B23AD5FA3,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/14/2015,5/15/2015,5/15/2015,5/15/2015,12
384.3B23AD5FA5,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/25/2015,9/25/2015,9/25/2015,9/25/2015,9
384.3B23AD5FA6,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/3/2015,9/3/2015,9/3/2015,9/3/2015,29
384.3B23AD5FA8,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,8/28/2015,8/28/2015,8/28/2015,8
384.3B23AD5FAA,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/22/2015,5/22/2015,5/22/2015,5/22/2015,11
384.3B23AD5FAB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,3
384.3B23AD5FAC,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/29/2015,7/29/2015,7/29/2015,7/29/2015,43
384.3B23AD5FAE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/11/2015,9/11/2015,9/11/2015,9/11/2015,8
384.3B23AD5FB5,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/7/2015,10/7/2015,10/7/2015,10/7/2015,7
384.3B23AD5FB9,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/20/2015,10/20/2015,10/20/2015,10/20/2015,8
384.3B23AD5FBA,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/30/2015,9/30/2015,9/30/2015,9/30/2015,7
384.3B23AD5FBB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/26/2015,9/26/2015,9/26/2015,9/26/2015,7
384.3B23AD5FBF,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,98
384.3B23AD5FC2,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/25/2015,10/25/2015,10/25/2015,10/25/2015,7
384.3B23AD5FC4,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,8
384.3B23AD5FC6,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/26/2015,9/26/2015,9/26/2015,9/26/2015,10
384.3B23AD5FC8,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/12/2015,6/12/2015,6/12/2015,6/12/2015,8
384.3B23AD5FCB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/27/2015,10/28/2015,10/28/2015,10/28/2015,6
384.3B23AD5FCD,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/21/2015,5/21/2015,5/21/2015,5/21/2015,12
384.3B23AD5FCE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/14/2015,10/14/2015,10/14/2015,10/14/2015,7
384.3B23AD5FD4,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/14/2015,9/14/2015,9/14/2015,9/14/2015,7
384.3B23AD5FD5,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/13/2015,9/13/2015,9/13/2015,9/13/2015,8
384.3B23AD5FD7,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,8
384.3B23AD5FEA,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/8/2015,9/8/2015,9/8/2015,9/8/2015,9
384.3B23AD5FF0,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/23/2015,9/23/2015,9/23/2015,9/24/2015,270
384.3B23AD5FF0,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/23/2015,9/24/2015,9/23/2015,9/24/2015,270
384.3B23AD5FF2,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/1/2015,10/1/2015,10/1/2015,10/1/2015,7
384.3B23AD5FF3,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/21/2015,5/21/2015,5/21/2015,5/21/2015,18
384.3B23AD5FF7,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,7
384.3B23AD5FFD,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/13/2015,5/13/2015,5/13/2015,5/13/2015,7
384.3B23AD5FFE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/23/2015,9/23/2015,9/23/2015,9/23/2015,10
384.3B23AD5FFF,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/28/2015,5/28/2015,5/28/2015,5/28/2015,12
384.3B23AD6001,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/24/2015,9/24/2015,9/24/2015,9/24/2015,6
384.3B23AD600B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/16/2015,9/16/2015,9/16/2015,9/16/2015,9
384.3B23AD600D,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/16/2015,9/16/2015,9/16/2015,9/16/2015,8
384.3B23AD600E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/2/2015,10/2/2015,10/2/2015,10/2/2015,8
384.3B23AD6010,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/24/2015,9/24/2015,9/24/2015,9/24/2015,10
384.3B23AD6014,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/29/2015,9/29/2015,9/29/2015,9/29/2015,7
384.3B23AD6018,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/11/2015,8/11/2015,8/11/2015,8/11/2015,29
384.3B23AD601A,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/15/2015,9/15/2015,9/15/2015,9/15/2015,7
384.3B23AD601B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/20/2015,10/20/2015,10/20/2015,10/20/2015,7
384.3B23AD601C,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/25/2015,10/25/2015,10/25/2015,10/25/2015,9
384.3B23AD6020,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/21/2015,9/21/2015,9/21/2015,9/22/2015,22
384.3B23AD6020,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/21/2015,9/22/2015,9/21/2015,9/22/2015,22
384.3B23AD6021,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/26/2015,9/26/2015,9/26/2015,9/26/2015,9
384.3B23AD6040,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/2/2015,10/2/2015,10/2/2015,10/2/2015,8
384.3B23AD6047,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/1/2015,10/1/2015,10/1/2015,10/1/2015,6
384.3B23AD604F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/25/2015,10/25/2015,10/25/2015,10/25/2015,8
384.3B23AD6051,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/21/2015,10/21/2015,10/21/2015,10/21/2015,9
384.3B23AD6067,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,8
384.3B23AD606A,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/29/2015,9/29/2015,9/29/2015,9/29/2015,8
384.3B23AD6071,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/1/2015,10/1/2015,10/1/2015,10/1/2015,7
384.3B23AD6073,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/22/2015,5/22/2015,5/22/2015,5/22/2015,6
384.3B23AD6085,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/19/2015,9/19/2015,9/19/2015,9/19/2015,7
384.3B23AD6087,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/27/2015,9/27/2015,9/27/2015,9/27/2015,13
384.3B23AD6088,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,8/28/2015,8/28/2015,3/16/2016,26
384.3B23AD6089,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/29/2015,9/29/2015,9/29/2015,9/29/2015,8
384.3B23AD608A,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,6
384.3B23AD60AE,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/10/2015,6/10/2015,6/10/2015,6/10/2015,16
384.3B23AD60B3,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/17/2015,9/17/2015,9/17/2015,9/17/2015,21
384.3B23AD60B6,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/28/2015,5/28/2015,5/28/2015,5/28/2015,16
384.3B23AD60BC,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/24/2015,10/24/2015,10/24/2015,10/24/2015,6
384.3B23AD60C2,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,11
384.3B23AD60C9,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/4/2015,10/4/2015,10/4/2015,10/4/2015,7
384.3B23AD60CB,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/7/2015,10/8/2015,10/8/2015,10/8/2015,7
384.3B23AD60CC,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/13/2015,10/13/2015,10/13/2015,10/13/2015,7
384.3B23AD60CE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,8
384.3B23AD60D2,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/7/2015,9/7/2015,9/7/2015,9/7/2015,25
384.3B23AD6146,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/6/2015,10/6/2015,10/6/2015,10/6/2015,8
384.3B23AD6147,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/15/2015,6/15/2015,6/15/2015,6/15/2015,12
384.3B23AD6151,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/1/2015,6/1/2015,6/1/2015,6/1/2015,10
384.3B23AD61AB,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/22/2015,5/22/2015,5/22/2015,5/22/2015,11
384.3B23AD61AE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/16/2015,9/16/2015,9/16/2015,9/16/2015,11
384.3B23AD61B5,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/21/2015,9/21/2015,9/21/2015,9/21/2015,8
