Tag Code,SRR Name,Mark Site Code Value,Release Site Name,Release Date MMDDYYYY,Obs Date MMDDYYYY,First Obs Date,Last Obs Date,Number of Records
384.3B23AD61BD,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/27/2015,9/27/2015,9/27/2015,9/27/2015,9
384.3B23AD61C0,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/22/2015,10/22/2015,10/22/2015,10/22/2015,6
384.3B23AD61C4,Hat. Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/14/2015,5/14/2015,5/14/2015,5/14/2015,21
384.3B23AD61C8,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/2/2015,9/2/2015,9/2/2015,9/2/2015,9
384.3B23AD61CE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/20/2015,10/20/2015,10/20/2015,10/20/2015,8
384.3B23AD61D1,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/23/2015,9/23/2015,9/23/2015,9/23/2015,10
384.3B23AD61D2,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/1/2015,6/1/2015,6/1/2015,6/1/2015,10
384.3B23AD61D5,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/2/2015,6/2/2015,6/2/2015,6/2/2015,7
384.3B23AD61D6,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/17/2015,10/17/2015,10/17/2015,10/17/2015,7
384.3B23AD61DD,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/29/2015,5/29/2015,5/29/2015,5/29/2015,14
384.3B23AD61EF,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/6/2015,10/6/2015,10/6/2015,10/6/2015,7
384.3B23AD61F4,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/15/2015,9/15/2015,9/15/2015,9/15/2015,9
384.3B23AD61F6,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/17/2015,10/17/2015,10/17/2015,10/17/2015,8
384.3B23AD61F8,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/8/2015,10/8/2015,10/8/2015,10/8/2015,8
384.3B23AD61FD,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/24/2015,9/24/2015,9/24/2015,9/24/2015,9
384.3B23AD61FF,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/26/2015,10/26/2015,10/26/2015,10/26/2015,9
384.3B23AD6208,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/21/2015,9/21/2015,9/21/2015,9/21/2015,9
384.3B23AD620D,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/23/2015,9/23/2015,9/23/2015,9/23/2015,11
384.3B23AD6210,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/18/2015,9/18/2015,9/18/2015,9/18/2015,14
384.3B23AD6211,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,8
384.3B23AD6212,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/6/2015,9/6/2015,9/6/2015,3/28/2016,67
384.3B23AD6219,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/5/2015,10/5/2015,10/5/2015,10/5/2015,8
384.3B23AD621B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/27/2015,10/27/2015,10/27/2015,10/27/2015,7
384.3B23AD621C,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/13/2015,10/13/2015,10/13/2015,10/13/2015,8
384.3B23AD6221,Hat. Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/23/2015,7/23/2015,7/23/2015,7/23/2015,9
384.3B23AD6222,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/23/2015,9/23/2015,9/23/2015,9/23/2015,10
384.3B23AD622B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/14/2015,10/14/2015,10/14/2015,10/14/2015,6
384.3B23AD622C,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/28/2015,5/28/2015,5/28/2015,5/28/2015,13
384.3B23AD6231,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,11/1/2015,11/1/2015,11/1/2015,11/1/2015,8
384.3B23AD6234,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/14/2015,10/14/2015,10/14/2015,10/14/2015,7
384.3B23AD6237,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/23/2015,10/23/2015,10/23/2015,10/23/2015,8
384.3B23AD6240,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/28/2015,9/28/2015,9/28/2015,9/28/2015,13
384.3B23AD6242,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/16/2015,10/16/2015,10/16/2015,10/16/2015,7
384.3B23AD6249,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/14/2015,9/14/2015,9/14/2015,9/14/2015,83
384.3B23AD624A,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/29/2015,10/29/2015,10/29/2015,10/29/2015,7
384.3B23AD624E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/16/2015,9/16/2015,9/16/2015,9/16/2015,10
384.3B23AD624F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,8/28/2015,8/28/2015,9/4/2015,255
384.3B23AD624F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/28/2015,9/4/2015,8/28/2015,9/4/2015,255
384.3B23AD6253,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/26/2015,9/26/2015,9/26/2015,9/26/2015,9
384.3B23AD6256,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/20/2015,9/20/2015,9/20/2015,9/20/2015,8
384.3B23AD6258,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/9/2015,6/10/2015,6/10/2015,6/10/2015,20
384.3B23AD625D,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/14/2015,9/14/2015,9/14/2015,9/14/2015,8
384.3B23AD6262,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/2/2015,10/2/2015,10/2/2015,10/2/2015,8
384.3B23AD6264,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/29/2015,9/29/2015,9/29/2015,9/29/2015,7
384.3B23AD6265,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/12/2015,10/12/2015,10/12/2015,10/12/2015,6
384.3B23AD6266,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/28/2015,5/28/2015,5/28/2015,5/28/2015,13
384.3B23AD6267,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/2/2015,10/2/2015,10/2/2015,10/2/2015,6
384.3B23AD6268,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/20/2015,10/20/2015,10/20/2015,10/20/2015,6
384.3B23AD626E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,10
384.3B23AD6278,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/19/2015,10/19/2015,10/19/2015,10/19/2015,6
384.3B23AD6305,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/21/2015,5/21/2015,5/21/2015,5/21/2015,18
384.3B23AD6308,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/12/2015,8/18/2015,8/18/2015,8/18/2015,12
384.3B23AD6309,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/6/2015,10/6/2015,10/6/2015,10/6/2015,7
384.3B23AD630F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/21/2015,9/21/2015,9/21/2015,9/21/2015,11
384.3B23AD6315,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/2/2015,10/2/2015,10/2/2015,10/2/2015,6
384.3B23AD6316,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,8
384.3B23AD6317,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/23/2015,7/23/2015,7/23/2015,7/23/2015,9
384.3B23AD6318,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/27/2015,10/27/2015,10/27/2015,10/27/2015,9
384.3B23AD6319,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/17/2015,10/17/2015,10/17/2015,10/17/2015,11
384.3B23AD631E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/6/2015,9/6/2015,9/6/2015,9/6/2015,7
384.3B23AD6321,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/17/2015,10/17/2015,10/17/2015,10/17/2015,6
384.3B23AD632A,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/11/2015,6/11/2015,6/11/2015,6/11/2015,11
384.3B23AD6376,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/27/2015,8/27/2015,8/27/2015,8/27/2015,12
384.3B23AD6379,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/31/2015,10/31/2015,10/31/2015,10/31/2015,8
384.3B23AD6381,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/30/2015,10/30/2015,10/30/2015,10/30/2015,8
384.3B23AD6414,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/29/2015,9/29/2015,9/29/2015,9/29/2015,7
384.3B23AD6418,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/8/2015,9/9/2015,9/9/2015,9/9/2015,10
384.3B23AD6419,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/6/2015,10/6/2015,10/6/2015,10/6/2015,8
384.3B23AD6422,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,7
384.3B23AD6428,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/16/2015,9/16/2015,9/16/2015,9/16/2015,16
384.3B23AD642E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/24/2015,7/24/2015,7/24/2015,7/24/2015,33
384.3B23AD642F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/9/2015,9/9/2015,9/9/2015,9/9/2015,8
384.3B23AD6432,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/14/2015,10/14/2015,10/14/2015,10/14/2015,8
384.3B23AD6437,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/28/2015,9/28/2015,9/28/2015,9/28/2015,7
384.3B23AD6439,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/18/2015,5/18/2015,5/18/2015,5/18/2015,14
384.3B23AD643A,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/3/2015,9/3/2015,9/3/2015,9/3/2015,8
384.3B23AD643B,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/23/2015,7/23/2015,7/23/2015,7/23/2015,9
384.3B23AD643F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/16/2015,10/16/2015,10/16/2015,10/16/2015,8
384.3B23AD6447,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/25/2015,10/25/2015,10/25/2015,10/25/2015,8
384.3B23AD644C,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/20/2015,9/20/2015,9/20/2015,9/20/2015,7
384.3B23AD6452,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/24/2015,9/24/2015,9/24/2015,9/24/2015,7
384.3B23AD6455,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/18/2015,5/18/2015,5/18/2015,5/18/2015,12
384.3B23AD6457,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/5/2015,9/5/2015,9/5/2015,9/5/2015,5
384.3B23AD645E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/11/2015,10/11/2015,10/11/2015,10/11/2015,9
384.3B23AD645F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/1/2015,10/1/2015,10/1/2015,10/1/2015,9
384.3B23AD6469,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,6
384.3B23AD646B,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/9/2015,10/9/2015,10/9/2015,3/5/2016,35
384.3B23AD646D,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/27/2015,9/27/2015,9/27/2015,9/27/2015,9
384.3B23AD6474,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/28/2015,9/28/2015,9/28/2015,9/28/2015,7
384.3B23AD647B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/15/2015,10/15/2015,10/15/2015,10/15/2015,9
384.3B23AD647F,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,7
384.3B23AD6488,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/26/2015,9/26/2015,9/26/2015,9/26/2015,8
384.3B23AD648B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,8
384.3B23AD648D,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,9
384.3B23AD6491,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/11/2015,6/11/2015,6/11/2015,6/11/2015,10
384.3B23AD6495,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/9/2015,9/9/2015,9/9/2015,9/9/2015,24
384.3B23AD6496,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/8/2015,10/8/2015,10/8/2015,10/8/2015,7
384.3B23AD649B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/20/2015,9/20/2015,9/20/2015,9/20/2015,8
384.3B23AD64A2,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/28/2015,7/28/2015,7/28/2015,7/28/2015,12
384.3B23AD64A5,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/21/2015,10/21/2015,10/21/2015,10/21/2015,5
384.3B23AD64A8,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,8
384.3B23AD64B3,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/31/2015,10/31/2015,10/31/2015,10/31/2015,5
384.3B23AD64BC,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/9/2015,10/9/2015,10/9/2015,10/9/2015,8
384.3B23AD64BE,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/20/2015,9/20/2015,9/20/2015,9/20/2015,7
384.3B23AD64C0,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/28/2015,9/28/2015,9/28/2015,9/28/2015,8
384.3B23AD64C7,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/16/2015,9/16/2015,9/16/2015,9/16/2015,34
384.3B23AD64C8,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,73
384.3B23AD64C9,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/24/2015,7/25/2015,7/25/2015,7/25/2015,10
384.3B23AD64CA,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/11/2015,6/11/2015,6/11/2015,6/11/2015,12
384.3B23AD64CB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/18/2015,10/18/2015,10/18/2015,10/18/2015,9
384.3B23AD64DD,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/29/2015,5/29/2015,5/29/2015,5/29/2015,23
384.3B23AD64DF,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/4/2015,10/4/2015,10/4/2015,10/13/2015,14
384.3B23AD64DF,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/4/2015,10/13/2015,10/4/2015,10/13/2015,14
384.3B23AD6520,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/28/2015,9/28/2015,9/28/2015,9/28/2015,9
384.3B23AD6522,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/22/2015,5/22/2015,5/22/2015,5/22/2015,10
384.3B23AD6525,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/2/2015,6/2/2015,6/2/2015,6/2/2015,13
384.3B23AD6539,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/21/2015,10/21/2015,10/21/2015,10/21/2015,8
384.3B23AD653E,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/17/2015,9/17/2015,9/17/2015,9/17/2015,11
384.3B23AD65A3,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/24/2015,7/24/2015,7/24/2015,7/24/2015,9
384.3B23AD65A4,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/16/2015,9/16/2015,9/16/2015,9/16/2015,10
384.3B23AD65B0,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/24/2015,10/24/2015,10/24/2015,10/24/2015,5
384.3B23AD65B3,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,8
384.3B23AD65B6,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/11/2015,9/12/2015,9/12/2015,9/12/2015,9
384.3B23AD65BA,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/4/2015,10/4/2015,10/4/2015,10/4/2015,6
384.3B23AD65BB,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/2/2015,10/2/2015,10/2/2015,10/2/2015,10
384.3B23AD65BC,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/12/2015,6/12/2015,6/12/2015,6/12/2015,9
384.3B23AD65C5,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/20/2015,9/21/2015,9/21/2015,9/21/2015,8
384.3B23AD65C6,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/29/2015,7/29/2015,7/29/2015,8/5/2015,51
384.3B23AD65C6,Wild Summer Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/29/2015,8/5/2015,7/29/2015,8/5/2015,51
384.3B23AD65CD,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/11/2015,9/11/2015,9/11/2015,9/11/2015,7
384.3B23AD65E5,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/11/2015,8/11/2015,8/11/2015,8/11/2015,10
384.3B23AD65E6,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/21/2015,9/21/2015,9/21/2015,9/21/2015,7
384.3B23AD65F9,Hat. Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/29/2015,5/29/2015,5/29/2015,5/29/2015,12
384.3B23AD65FC,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/1/2015,10/3/2015,10/3/2015,10/3/2015,10
384.3B23AD6601,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/22/2015,8/22/2015,8/22/2015,8/22/2015,16
384.3B23AD6603,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/25/2015,9/25/2015,9/25/2015,9/25/2015,8
384.3B23AD6606,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/20/2015,10/20/2015,10/20/2015,10/20/2015,7
384.3B23AD661B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,7/23/2015,7/23/2015,7/23/2015,7/23/2015,76
384.3B23AD6621,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/29/2015,5/29/2015,5/29/2015,5/29/2015,9
384.3B23AD6623,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/11/2015,6/11/2015,6/11/2015,6/11/2015,16
384.3B23AD6626,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/20/2015,10/20/2015,10/20/2015,10/20/2015,8
384.3B23AD6630,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/18/2015,9/18/2015,9/18/2015,9/18/2015,10
384.3B23AD663B,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/7/2015,10/7/2015,10/7/2015,10/7/2015,8
384.3B23AD6647,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,13
384.3B23AD6650,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,8
384.3B23AD6652,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/11/2015,9/11/2015,9/11/2015,9/15/2015,21
384.3B23AD6652,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/11/2015,9/15/2015,9/11/2015,9/15/2015,21
384.3B23AD6654,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/27/2015,9/27/2015,9/27/2015,9/27/2015,6
384.3B23AD6660,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,8
384.3B23AD6661,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,6/12/2015,6/12/2015,6/12/2015,6/12/2015,20
384.3B23AD6662,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/7/2015,9/7/2015,9/7/2015,9/7/2015,8
384.3B23AD6663,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/24/2015,10/24/2015,10/24/2015,10/24/2015,8
384.3B23AD6666,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,8/31/2015,8/31/2015,8/31/2015,8/31/2015,108
384.3B23AD6667,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/29/2015,5/29/2015,5/29/2015,5/29/2015,12
384.3B23AD6672,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/23/2015,9/23/2015,9/23/2015,9/23/2015,10
384.3B23AD6673,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/3/2015,10/3/2015,10/3/2015,10/3/2015,6
384.3B23AD6674,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/22/2015,9/22/2015,9/22/2015,9/22/2015,7
384.3B23AD6676,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/17/2015,9/17/2015,9/17/2015,9/17/2015,9
384.3B23AD6677,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,9/30/2015,9/30/2015,9/30/2015,9/30/2015,9
384.3B23AD6678,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/14/2015,10/14/2015,10/14/2015,10/14/2015,4
384.3B23AD6680,Wild Spring Chinook,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,5/28/2015,5/28/2015,5/28/2015,5/28/2015,8
384.3B23AD6681,Hat. Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/7/2015,10/7/2015,10/7/2015,10/7/2015,9
384.3B23AD6682,Wild Summer Steelhead,LGRLDR,LGRLDR - LGR - Release into the Adult Fish Ladder,10/15/2015,10/15/2015,10/15/2015,10/15/2015,8
